title,author,journal,number,cites,year,cid,pubid,scholar_name,scholar_id
Decoding Dining Delight: Correlating Operational and Service Metrics with Restaurant Ratings,"S Yang, X He, R Alghamdi, M Chida, A Ng",,,0,NA,NA,3MwzVuqRcA0C,Andrew Ng,mG4imMEAAAAJ
40.1 A brief history of machine learning,"M Devin, G Corrado, K Chen, J Dean, AY Ng, BHLFU Large",,,0,NA,NA,hHIA4WEVY-EC,Andrew Ng,mG4imMEAAAAJ
Text Detectionand Character Recognitionin Scene Images with Unsupervised Feature Learning,"A Coates, B Carpenter, C Case, S Satheesh, B Suresh, T Wang, DJ Wu, ...",,,0,NA,NA,q0uBw5dMOAkC,Andrew Ng,mG4imMEAAAAJ
Morphological features computed using deep learning for an annotated digital DLBCL image set,"D Vrabac, A Smit, R Rojansky, Y Natkunam, RH Advani, AY Ng, ...",,,0,NA,NA,LXmCCkuhhTsC,Andrew Ng,mG4imMEAAAAJ
Haptic Belt with Pedestrian Detection,"VL Quoc, M Quigley, J Feng, J Chen, WY Zou, M Rasi, T Low, AY Ng",,,0,NA,NA,nVrZBo8bIpAC,Andrew Ng,mG4imMEAAAAJ
Appendix to Policy Search via the Signed Derivative,"JZ Kolter, AY Ng",,,0,NA,NA,mlAyqtXpCwEC,Andrew Ng,mG4imMEAAAAJ
A Graphical Framework for Contextual Search and Dismabiguation in Email,"E Minkov, AY Ng, WW Cohen",,,0,NA,NA,bz8QjSJIRt4C,Andrew Ng,mG4imMEAAAAJ
CS 229: Observing Dark Worlds,"A Singla, N Sawant",,,0,NA,NA,XoXfffV-tXoC,Andrew Ng,mG4imMEAAAAJ
Discriminative Learning of Markov Random Fields for Segmentation of 3D Scan Data,"DAB Taskar, V Chatalbashev, DKDGG Heitz, A Ng",,,0,NA,NA,q3CdL3IzO_QC,Andrew Ng,mG4imMEAAAAJ
Introspective Computing for Prefetching,"AY Ng, E Xing",,,0,NA,NA,foquWX3nUaYC,Andrew Ng,mG4imMEAAAAJ
Part 1-Keynotes,"G Nelmes, H Kazerooni, M Matsuoka, A Chen, SPN Singh, A Coates, ...",,,0,NA,NA,xtoqd-5pKcoC,Andrew Ng,mG4imMEAAAAJ
Peripheral-Foveal Vision for Real-time Object Recognition,"S Gould, B Sapp, M Quigley, AY Ng",,,0,NA,NA,-FonjvnnhkoC,Andrew Ng,mG4imMEAAAAJ
OpenArms: Towards Low-cost Robotic Manipulation,"M Quigley, R Brewer, AY Ng",,,0,NA,NA,WZBGuue-350C,Andrew Ng,mG4imMEAAAAJ
M h L d AI Machine Learning and AI via Brain simulations,A Ng,,,0,NA,NA,uJ-U7cs_P_0C,Andrew Ng,mG4imMEAAAAJ
Digital Communication and Signal Processing System Design,"A Chan, AY Ng",Digital Communication,"18, 55",0,NA,NA,tKAzc9rXhukC,Andrew Ng,mG4imMEAAAAJ
Stacked Autoencoders for Semi-‐Supervised Learning,"I Papusha, J Ngiam, A Ng",,,0,NA,NA,UHK10RUVsp4C,Andrew Ng,mG4imMEAAAAJ
Portfolio Recommendation System,"B Eserol, A Ng",,,0,NA,NA,XiVPGOgt02cC,Andrew Ng,mG4imMEAAAAJ
Improving Text Classification by Shrinkage,"R Rosenfeld, T Mitchell, AY Ng",Carnegie Mellon University,,0,NA,NA,geHnlv5EZngC,Andrew Ng,mG4imMEAAAAJ
Recurrent Neural Networks for Signal Denoising in Robust ASR,"AL Maas, QV Le, TM O’Neil, O Vinyals, P Nguyen, AY Ng",,,0,NA,NA,p2g8aNsByqUC,Andrew Ng,mG4imMEAAAAJ
A Sparse Sampling Algorithm for Near-Optimal Planning in Large Markov Decision Processes,AY Ng,,,0,NA,NA,ZHo1McVdvXMC,Andrew Ng,mG4imMEAAAAJ
Deep Learning of Invariant Features via Fixations in Video,"WY Zou, S Zhu, AY Ng, K Yu",,,0,NA,NA,g5m5HwL7SMYC,Andrew Ng,mG4imMEAAAAJ
On Discrim inative vs. Generative,"AY Ng, MI Jordan",,,0,NA,NA,qxL8FJ1GzNcC,Andrew Ng,mG4imMEAAAAJ
Exponential family sparse coding with application to self-taught learning with text documents,"H Lee, R Raina, A Teichman, AY Ng",,,0,NA,NA,LkGwnXOMwfcC,Andrew Ng,mG4imMEAAAAJ
Visual and Range Data,"S Gould, P Baumstarck, M Quigley, AY Ng, D Koller",,,0,NA,NA,eQOLeE2rZwMC,Andrew Ng,mG4imMEAAAAJ
In Which Areas of Technical AI Safety Could Geopolitical Rivals Cooperate?,"B Bucknall, S Siddiqui, L Thurnherr, C McGurk, B Harack, A Reuel, ...",arXiv preprint arXiv:,:2504.12914,0,2025,NA,q-jS9JxWzv0C,Yoshua Bengio,kukA0LcAAAAJ
Causal machine learning for single-cell genomics,"A Tejada-Lapuerta, P Bertin, S Bauer, H Aliee, Y Bengio, FJ Theis",Nature Genetics,1-12,20,2025,17523277311542775145,M3zsPnPgUlUC,Yoshua Bengio,kukA0LcAAAAJ
Assessing SAM for Tree Crown Instance Segmentation from Drone Imagery,"M Teng, A Ouaknine, E Laliberté, Y Bengio, D Rolnick, H Larochelle",arXiv preprint arXiv:,:2503.20199,0,2025,NA,CaJTFBI5vqAC,Yoshua Bengio,kukA0LcAAAAJ
A scalable gene network model of regulatory dynamics in single cells,"P Bertin, JD Viviano, A Tejada-Lapuerta, W Wang, S Bauer, FJ Theis, ...",arXiv preprint arXiv:,:2503.20027,0,2025,NA,_wawhP5Vwy0C,Yoshua Bengio,kukA0LcAAAAJ
Extendable Long-Horizon Planning via Hierarchical Multiscale Diffusion,"C Chen, H Hamed, D Baek, T Kang, Y Bengio, S Ahn",arXiv preprint arXiv:,:2503.20102,0,2025,NA,DtORCzn_ASQC,Yoshua Bengio,kukA0LcAAAAJ
"Trajectory Balance with Asynchrony: Decoupling Exploration and Learning for Fast, Scalable LLM Post-Training","BR Bartoldson, S Venkatraman, J Diffenderfer, M Jain, T Ben-Nun, S Lee, ...",arXiv preprint arXiv:,:2503.18929,0,2025,NA,Yv3O0rUKnT0C,Yoshua Bengio,kukA0LcAAAAJ
Offline Model-Based Optimization: Comprehensive Review,"M Kim, J Gu, Y Yuan, T Yun, Z Liu, Y Bengio, C Chen",arXiv preprint arXiv:,:2503.17286,0,2025,NA,IbYibzvn7iEC,Yoshua Bengio,kukA0LcAAAAJ
Solving Bayesian inverse problems with diffusion priors and off-policy RL,"L Scimeca, S Venkatraman, M Jain, M Kim, M Sendera, M Hasan, L Rowe, ...",arXiv preprint arXiv:,:2503.09746,0,2025,NA,RVsengBWOnMC,Yoshua Bengio,kukA0LcAAAAJ
Learning Decision Trees as Amortized Structure Inference,"M Mahfoud, G Boukachab, MĹ Koziarski, A Hernandez-Garcia, S Bauer, ...",arXiv preprint arXiv:,:2503.06985,1,2025,802841827822509238,2hfDYGh-f1UC,Yoshua Bengio,kukA0LcAAAAJ
Superintelligent Agents Pose Catastrophic Risks: Can Scientist AI Offer a Safer Path?,"Y Bengio, M Cohen, D Fornasiere, J Ghosn, P Greiner, M MacDermott, ...",arXiv preprint arXiv:,:2502.15657,6,2025,6766178259916569051,Uha2Xg-6WXIC,Yoshua Bengio,kukA0LcAAAAJ
OBELiX: A curated dataset of crystal structures and experimentally measured ionic conductivities for lithium solid-state electrolytes,"F Therrien, JA Haibeh, D Sharma, R Hendley, A Hernández-García, ...",arXiv preprint arXiv:,:2502.14234,1,2025,12513243196753864824,D0NosnH9lYgC,Yoshua Bengio,kukA0LcAAAAJ
In-Context Parametric Inference: Point or Distribution Estimators?,"S Mittal, Y Bengio, N Malkin, G Lajoie",arXiv preprint arXiv:,:2502.11617,0,2025,NA,yKZlB_2wKysC,Yoshua Bengio,kukA0LcAAAAJ
Shaping Inductive Bias in Diffusion Models through Frequency-Based Noise Control,"T Jiralerspong, B Earnshaw, J Hartford, Y Bengio, L Scimeca",arXiv preprint arXiv:,:2502.10236,0,2025,NA,Fla6ZGMkO9sC,Yoshua Bengio,kukA0LcAAAAJ
Monte Carlo Tree Diffusion for System 2 Planning,"J Yoon, H Cho, D Baek, Y Bengio, S Ahn",arXiv preprint arXiv:,:2502.07202,1,2025,12844369971163356305,Tt9yUAN0l-kC,Yoshua Bengio,kukA0LcAAAAJ
A physics-based data-driven model for CO gas diffusion electrodes to drive automated laboratories,"I Grega, F Therrien, A Soni, K Ocean, K Dettelbach, R Ahmadi, M Mokhtari, ...",arXiv preprint arXiv:,:2502.06323,0,2025,NA,WCOPUGKhX9IC,Yoshua Bengio,kukA0LcAAAAJ
Outsourced diffusion sampling: Efficient posterior inference in latent spaces of generative models,"S Venkatraman, M Hasan, M Kim, L Scimeca, M Sendera, Y Bengio, ...",arXiv preprint arXiv:,:2502.06999,0,2025,NA,vct99db0rDQC,Yoshua Bengio,kukA0LcAAAAJ
Alignvlm: Bridging vision and language latent spaces for multimodal understanding,"A Masry, JA Rodriguez, T Zhang, S Wang, C Wang, A Feizi, AK Suresh, ...",arXiv preprint arXiv:,:2502.01341,2,2025,15232207643548138983,KaRcLhEUy5UC,Yoshua Bengio,kukA0LcAAAAJ
International AI Safety Report 2025,"Y Bengio, S Mindermann, D Privitera",< bound method Organization. get_name_with_acronym of< Organization …,,5,2025,4077126787277163773,10ZmGoIvuzkC,Yoshua Bengio,kukA0LcAAAAJ
International AI Safety Report,"Y Bengio, S Mindermann, D Privitera, T Besiroglu, R Bommasani, ...",arXiv preprint arXiv:,:2501.17805,21,2025,2921580961758317780,D8wXzuvKacYC,Yoshua Bengio,kukA0LcAAAAJ
Causal Discovery in Astrophysics: Unraveling Supermassive Black Hole and Galaxy Coevolution,"Z Jin, M Pasquato, BL Davis, T Deleu, Y Luo, C Cho, P Lemos, ...",The Astrophysical Journal,"979 (2), 212",2,2025,4070740456879007581,8RJSsxxtMAkC,Yoshua Bengio,kukA0LcAAAAJ
Can Safety Fine-Tuning Be More Principled? Lessons Learned from Cybersecurity,"D Williams-King, L Le, A Oberman, Y Bengio",arXiv preprint arXiv:,:2501.11183,0,2025,NA,XWcFhoZvYIAC,Yoshua Bengio,kukA0LcAAAAJ
Assembleflow: Rigid flow matching with inertial frames for molecular assembly,"H Guo, Y Bengio, S Liu",The Thirteenth International Conference on Learning Representations,,3,2025,11079445335694130443,vpzZMdrIWDEC,Yoshua Bengio,kukA0LcAAAAJ
On the transfer of object-centric representation learning,"AR Didolkar, A Zadaianchuk, A Goyal, MC Mozer, Y Bengio, G Martius, ...",The Thirteenth International Conference on Learning Representations,,1,2025,514452937265261817,JkxM1axsR-IC,Yoshua Bengio,kukA0LcAAAAJ
EarthView: A Large Scale Remote Sensing Dataset for Self-Supervision,"D Velazquez, P Rodriguez, S Alonso, JM Gonfaus, J Gonzalez, ...",Proceedings of the Winter Conference on Applications of Computer Vision …,,0,2025,NA,LoiWQfKZB3kC,Yoshua Bengio,kukA0LcAAAAJ
Amortizing Intractable Inference in Diffusion Models for Bayesian Inverse Problems,"S Venkatraman, M Jain, L Scimeca, M Kim, M Sendera, M Hasan, L Rowe, ...",Proc. Workshop on Machine Learning and the Physical Sciences. Accessed,02-06,1,2025,18383729717472321010,CYCz2uKfkRAC,Yoshua Bengio,kukA0LcAAAAJ
A neuronal least-action principle for real-time learning in cortical circuits,"W Senn, D Dold, AF Kungl, B Ellenberger, J Jordan, Y Bengio, ...",ELife,"12, RP89674",24,2024,281640720473096587,KR6TXPE-FHQC,Yoshua Bengio,kukA0LcAAAAJ
Trajectory flow matching with applications to clinical time series modelling,"XN Zhang, Y Pu, Y Kawamura, A Loza, Y Bengio, D Shung, A Tong",Advances in Neural Information Processing Systems,"37, 107198-107224",7,2024,13442218324709368428,0t1ZDozeHsAC,Yoshua Bengio,kukA0LcAAAAJ
Improved off-policy training of diffusion samplers,"M Sendera, M Kim, S Mittal, P Lemos, L Scimeca, J Rector-Brooks, ...",Advances in Neural Information Processing Systems,"37, 81016-81045",13,2024,11529359833882667277,YpRCXavlr0AC,Yoshua Bengio,kukA0LcAAAAJ
Rgfn: Synthesizable molecular generation using gflownets,"M Koziarski, A Rekesh, D Shevchuk, A van der Sloot, P Gaiński, Y Bengio, ...",Advances in Neural Information Processing Systems,"37, 46908-46955",13,2024,6508203719053833245,PQYwNx7RetkC,Yoshua Bengio,kukA0LcAAAAJ
Metacognitive capabilities of llms: An exploration in mathematical problem solving,"A Didolkar, A Goyal, NR Ke, S Guo, M Valko, T Lillicrap, ...",Advances in Neural Information Processing Systems,"37, 19783-19812",43,2024,10089551812977618420,mZB2-lCpWbQC,Yoshua Bengio,kukA0LcAAAAJ
Efficient Diversity-Preserving Diffusion Alignment via Gradient-Informed GFlowNets,"Z Liu, TZ Xiao, W Liu, Y Bengio, D Zhang",arXiv preprint arXiv:,:2412.07775,0,2024,NA,Q4B7mEBXgMkC,Yoshua Bengio,kukA0LcAAAAJ
BigDocs: An Open and Permissively-Licensed Dataset for Training Multimodal Models on Document and Code Tasks,"J Rodriguez, X Jian, SS Panigrahi, T Zhang, A Feizi, A Puri, A Kalkunte, ...",arXiv preprint arXiv:,:2412.04626,1,2024,17561155386771338948,XepLwY2JfocC,Yoshua Bengio,kukA0LcAAAAJ
AI content detection in the emerging information ecosystem: new obligations for media and tech companies,"A Knott, D Pedreschi, T Jitsuzumi, S Leavy, D Eyers, T Chakraborti, ...",Ethics and information technology,"26 (4), 63",5,2024,9625848259231507287,fZtrMt_Z7PsC,Yoshua Bengio,kukA0LcAAAAJ
International Scientific Report on the Safety of Advanced AI (Interim Report),"Y Bengio, S Mindermann, D Privitera, T Besiroglu, R Bommasani, ...",arXiv preprint arXiv:,:2412.05282,26,2024,2372793997911964913,8PKVFmgK5mUC,Yoshua Bengio,kukA0LcAAAAJ
Imagining and building wise machines: The centrality of AI metacognition,"SGB Johnson, AH Karimi, Y Bengio, N Chater, T Gerstenberg, K Larson, ...",arXiv preprint arXiv:,:2411.02478,6,2024,8859306480089741856,io2GbE6LpKQC,Yoshua Bengio,kukA0LcAAAAJ
Structure Language Models for Protein Conformation Generation,"J Lu, X Chen, SZ Lu, C Shi, H Guo, Y Bengio, J Tang",arXiv preprint arXiv:,:2410.18403,3,2024,11236895451557372835,A_-8YG8SPFQC,Yoshua Bengio,kukA0LcAAAAJ
Object-centric temporal consistency via conditional autoregressive inductive biases,"C Meo, A Nakano, M Lică, A Didolkar, M Suzuki, A Goyal, M Zhang, ...",arXiv preprint arXiv:,:2410.15728,2,2024,3357180691064646225,9N3KX2BFTccC,Yoshua Bengio,kukA0LcAAAAJ
Action abstractions for amortized sampling,"O Boussif, LN Ezzine, JD Viviano, M Koziarski, M Jain, N Malkin, E Bengio, ...",arXiv preprint arXiv:,:2410.15184,0,2024,NA,mqGkWRiPAHEC,Yoshua Bengio,kukA0LcAAAAJ
A Complexity-Based Theory of Compositionality,"E Elmoznino, T Jiralerspong, Y Bengio, G Lajoie",arXiv preprint arXiv:,:2410.14817,3,2024,5971461265577975493,uimFh4UyggMC,Yoshua Bengio,kukA0LcAAAAJ
Steering masked discrete diffusion models via discrete denoising posterior prediction,"J Rector-Brooks, M Hasan, Z Peng, Z Quinn, C Liu, S Mittal, N Dziri, ...",arXiv preprint arXiv:,:2410.08134,7,2024,12472242121122730516,rPbfW60zdgkC,Yoshua Bengio,kukA0LcAAAAJ
Identifying and Addressing Delusions for Target-Directed Decision-Making,"M Zhao, T Sylvain, D Precup, Y Bengio",arXiv preprint arXiv:,:2410.07096,0,2024,NA,ZIQyR8VWHtoC,Yoshua Bengio,kukA0LcAAAAJ
"RL, but don't do anything I wouldn't do","MK Cohen, M Hutter, Y Bengio, S Russell",arXiv preprint arXiv:,:2410.06213,3,2024,16661114654380925533,jq7mLYt49woC,Yoshua Bengio,kukA0LcAAAAJ
Path-filtering in path-integral simulations of open quantum systems using GFlowNets,"J Lackman-Mincoff, M Jain, N Malkin, Y Bengio, L Simine",The Journal of Chemical Physics,161 (14),0,2024,NA,LTdYzzxxQecC,Yoshua Bengio,kukA0LcAAAAJ
Adaptive teachers for amortized samplers,"M Kim, S Choi, T Yun, E Bengio, L Feng, J Rector-Brooks, S Ahn, J Park, ...",arXiv preprint arXiv:,:2410.01432,3,2024,12486134679778681478,vCSeWdjOjw8C,Yoshua Bengio,kukA0LcAAAAJ
Were RNNs all we needed?,"L Feng, F Tung, MO Ahmed, Y Bengio, H Hajimirsadeghi",arXiv preprint arXiv:,:2410.01201,22,2024,3283697190984976501,xoH8P16vUNYC,Yoshua Bengio,kukA0LcAAAAJ
HarmAug: Effective Data Augmentation for Knowledge Distillation of Safety Guard Models,"S Lee, H Seong, DB Lee, M Kang, X Chen, D Wagner, Y Bengio, J Lee, ...",arXiv preprint arXiv:,:2410.01524,3,2024,2862481126174171689,aryKp6_dckwC,Yoshua Bengio,kukA0LcAAAAJ
Geometric Signatures of Compositionality Across a Language Model's Lifetime,"JH Lee, T Jiralerspong, L Yu, Y Bengio, E Cheng",arXiv preprint arXiv:,:2410.01444,0,2024,NA,EwQYaEtUpKwC,Yoshua Bengio,kukA0LcAAAAJ
A Data-driven Discovery of the Causal Connection between Galaxy and Black Hole Evolution,"Z Jin, M Pasquato, BL Davis, T Deleu, Y Luo, C Cho, P Lemos, ...",arXiv preprint arXiv:,:2410.00965,0,2024,NA,6uOcHTua4cQC,Yoshua Bengio,kukA0LcAAAAJ
A high-throughput phenotypic screen combined with an ultra-large-scale deep learning-based virtual screening reveals novel scaffolds of antibacterial compounds,"G Scalia, ST Rutherford, Z Lu, KR Buchholz, N Skelton, K Chuang, ...",bioRxiv,2024.09. 11.612340,2,2024,6091067438913535427,nvAonm6-wpUC,Yoshua Bengio,kukA0LcAAAAJ
Meta flow matching: Integrating vector fields on the wasserstein manifold,"L Atanackovic, X Zhang, B Amos, M Blanchette, LJ Lee, Y Bengio, A Tong, ...",arXiv preprint arXiv:,:2408.14608,6,2024,17837634745883063222,x-Ysmmx-H-kC,Yoshua Bengio,kukA0LcAAAAJ
Zero-shot object-centric representation learning,"A Didolkar, A Zadaianchuk, A Goyal, M Mozer, Y Bengio, G Martius, ...",arXiv preprint arXiv:,:2408.09162,7,2024,15191964694066790909,8VbLR7ExW8oC,Yoshua Bengio,kukA0LcAAAAJ
Can a Bayesian Oracle Prevent Harm from an Agent?,"Y Bengio, MK Cohen, N Malkin, M MacDermott, D Fornasiere, P Greiner, ...",arXiv preprint arXiv:,:2408.05284,5,2024,5570394929821232353,jD_Q_A4-jPwC,Yoshua Bengio,kukA0LcAAAAJ
Cell morphology-guided small molecule generation with gflownets,"SZ Lu, Z Lu, E Hajiramezanali, T Biancalani, Y Bengio, G Scalia, ...",ICML,2024 Workshop on Structured Probabilistic Inference {\&} Generative …,2,2024,10939913944990736337,Krx7gcWaa4oC,Yoshua Bengio,kukA0LcAAAAJ
Cell Morphology-Guided Small Molecule Generation with GFlowNets,"S Zhewen Lu, Z Lu, E Hajiramezanali, T Biancalani, Y Bengio, G Scalia, ...","arXiv e-prints, arXiv:",2408.05196,0,2024,NA,3Jzcn9274UAC,Yoshua Bengio,kukA0LcAAAAJ
Ai-assisted generation of difficult math questions,"V Shah, D Yu, K Lyu, S Park, J Yu, Y He, NR Ke, M Mozer, Y Bengio, ...",arXiv preprint arXiv:,:2407.21009,12,2024,2261517749693363010,Ui6Ig_dFDbcC,Yoshua Bengio,kukA0LcAAAAJ
Open problems in technical ai governance,"A Reuel, B Bucknall, S Casper, T Fist, L Soder, O Aarne, L Hammond, ...",arXiv preprint arXiv:,:2407.14981,34,2024,3665980725780220621,9i1gB6tY3MIC,Yoshua Bengio,kukA0LcAAAAJ
On Generalization for Generative Flow Networks,"A Krichel, N Malkin, S Lahlou, Y Bengio",arXiv preprint arXiv:,:2407.03105,1,2024,17896052622205034467,l_4PpDxvVJAC,Yoshua Bengio,kukA0LcAAAAJ
Machine learning and information theory concepts towards an AI mathematician,"Y Bengio, N Malkin",Bulletin of the American Mathematical Society,"61 (3), 457-469",15,2024,5177989316240626150,fTLh7q_iUBEC,Yoshua Bengio,kukA0LcAAAAJ
MAP: Low-compute model merging with amortized Pareto fronts via quadratic approximation,"L Li, T Zhang, Z Bu, S Wang, H He, J Fu, Y Wu, J Bian, Y Chen, Y Bengio",arXiv preprint arXiv:,:2406.07529,2,2024,16898630421873513172,84Dmd_oSKgsC,Yoshua Bengio,kukA0LcAAAAJ
Vcr: Visual caption restoration,"T Zhang, S Wang, L Li, G Zhang, P Taslakian, S Rajeswar, J Fu, B Liu, ...",arXiv preprint arXiv:,:2406.06462,12,2024,2786413418224612243,53uzXsUip0wC,Yoshua Bengio,kukA0LcAAAAJ
Baking symmetry into gflownets,"G Ma, E Bengio, Y Bengio, D Zhang",arXiv preprint arXiv:,:2406.05426,7,2024,10014615067054231377,f4T9rk490XkC,Yoshua Bengio,kukA0LcAAAAJ
Government interventions to avert future catastrophic AI risks,Y Bengio,Harvard Data Science Review,,3,2024,4852173285475024695,Qqt8gOYqc0UC,Yoshua Bengio,kukA0LcAAAAJ
"Amortizing intractable inference in diffusion models for vision, language, and control","S Venkatraman, M Jain, L Scimeca, M Kim, M Sendera, M Hasan, L Rowe, ...",arXiv preprint arXiv:,:2405.20971,29,2024,6277091480718856611,_V0JUKP8578C,Yoshua Bengio,kukA0LcAAAAJ
Learning diverse attacks on large language models for robust red-teaming and safety tuning,"S Lee, M Kim, L Cherif, D Dobre, J Lee, SJ Hwang, K Kawaguchi, G Gidel, ...",arXiv preprint arXiv:,:2405.18540,16,2024,2246149307410929038,FlduMtdN19MC,Yoshua Bengio,kukA0LcAAAAJ
Managing extreme AI risks amid rapid progress,"Y Bengio, G Hinton, A Yao, D Song, P Abbeel, T Darrell, YN Harari, ...",Science,"384 (6698), 842-845",240,2024,4251197568787257902,KKhxhHPhcTsC,Yoshua Bengio,kukA0LcAAAAJ
Attention as an RNN,"L Feng, F Tung, H Hajimirsadeghi, MO Ahmed, Y Bengio, G Mori",arXiv preprint arXiv:,:2405.13956,10,2024,1338492881913399192,MIZpzCdxGj0C,Yoshua Bengio,kukA0LcAAAAJ
Bitpruning: Learning bitlengths for aggressive and accurate quantization,"M Nikolić, GB Hacene, C Bannon, AD Lascorz, M Courbariaux, OM Awad, ...",,"2024 IEEE International Symposium on Circuits and Systems (ISCAS), 1-5",33,2024,2095082402789749257,dj1AAMDQi3QC,Yoshua Bengio,kukA0LcAAAAJ
Meta Flow Matching: Integrating Vector Fields on the Wasserstein Manifold,"X Zhang, L Atanackovic, B Amos, M Blanchette, LJ Lee, Y Bengio, A Tong, ...",,,0,2024,NA,XX7pGhTe5MgC,Yoshua Bengio,kukA0LcAAAAJ
Divergent creativity in humans and large language models,"A Bellemare-Pepin, F Lespinasse, P Thölke, Y Harel, K Mathewson, ...",arXiv preprint arXiv:,:2405.13012,21,2024,10993028553110164793,E9iozgzfyhkC,Yoshua Bengio,kukA0LcAAAAJ
Towards guaranteed safe ai: A framework for ensuring robust and reliable ai systems,"D Dalrymple, J Skalse, Y Bengio, S Russell, M Tegmark, S Seshia, ...",arXiv preprint arXiv:,:2405.06624,49,2024,12483606360867487294,JtjtGO9FvpUC,Yoshua Bengio,kukA0LcAAAAJ
Generative Active Learning for the Search of Small-molecule Protein Binders,"M Korablyov, CH Liu, M Jain, AM van der Sloot, E Jolicoeur, E Ruediger, ...",arXiv preprint arXiv:,:2405.01616,5,2024,13817922474003426527,tDdgxD0hSQMC,Yoshua Bengio,kukA0LcAAAAJ
Towards guaranteed safe AI: A framework for ensuring robust and reliable AI systems,"J Skalse, Y Bengio, S Russell, M Tegmark, S Seshia, S Omohundro, ...","arXiv e-prints, arXiv:",2405.06624,1,2024,5546831017366680261,1DdUqAzPfXgC,Yoshua Bengio,kukA0LcAAAAJ
Towards dna-encoded library generation with gflownets,"M Koziarski, M Abukalam, V Shah, L Vaillancourt, DA Schuetz, M Jain, ...",arXiv preprint arXiv:,:2404.10094,2,2024,15100636342170472522,Wu2CBzYYpfQC,Yoshua Bengio,kukA0LcAAAAJ
Foundational challenges in assuring alignment and safety of large language models,"U Anwar, A Saparov, J Rando, D Paleka, M Turpin, P Hase, ES Lubana, ...",arXiv preprint arXiv:,:2404.09932,164,2024,4144284112308228613,bCDyRX4i8-MC,Yoshua Bengio,kukA0LcAAAAJ
Regulating advanced artificial agents,"MK Cohen, N Kolt, Y Bengio, GK Hadfield, S Russell",Science,"384 (6691), 36-38",36,2024,7411706598844114570,ZnWe2zbntUIC,Yoshua Bengio,kukA0LcAAAAJ
Regeneration learning: A learning paradigm for data generation,"X Tan, T Qin, J Bian, TY Liu, Y Bengio",Proceedings of the AAAI Conference on Artificial Intelligence,"38 (20), 22614 …",15,2024,2865657248510460826,6TexfgwXQfYC,Yoshua Bengio,kukA0LcAAAAJ
Language Models Can Reduce Asymmetry in Information Markets,"N Rahaman, M Weiss, M Wüthrich, Y Bengio, LE Li, C Pal, B Schölkopf",arXiv preprint arXiv:,:2403.14443,4,2024,8741660800095560842,qmyJBmpVKbYC,Yoshua Bengio,kukA0LcAAAAJ
Ant colony sampling with gflownets for combinatorial optimization,"M Kim, S Choi, H Kim, J Son, J Park, Y Bengio",arXiv preprint arXiv:,:2403.07041,35,2024,10038677009141211827,D52hNgOu9GcC,Yoshua Bengio,kukA0LcAAAAJ
Discrete probabilistic inference as control in multi-path environments,"T Deleu, P Nouri, N Malkin, D Precup, Y Bengio",arXiv preprint arXiv:,:2402.10309,25,2024,5558475560696858026,ZuSUVyMx-TgC,Yoshua Bengio,kukA0LcAAAAJ
Computing power and the governance of artificial intelligence,"G Sastry, L Heim, H Belfield, M Anderljung, M Brundage, J Hazell, ...",arXiv preprint arXiv:,:2402.08797,61,2024,12886246237461831136,RSvx26AYfG8C,Yoshua Bengio,kukA0LcAAAAJ
Iterated denoising energy matching for sampling from boltzmann densities,"T Akhound-Sadegh, J Rector-Brooks, AJ Bose, S Mittal, P Lemos, CH Liu, ...",arXiv preprint arXiv:,:2402.06121,48,2024,6701361690026759984,5Y7y0xowK3MC,Yoshua Bengio,kukA0LcAAAAJ
Efficient causal graph discovery using large language models,"T Jiralerspong, X Chen, Y More, V Shah, Y Bengio",arXiv preprint arXiv:,:2402.01207,31,2024,3986370571588365252,Fr8DH2VBP9sC,Yoshua Bengio,kukA0LcAAAAJ
On diffusion models for amortized inference: Benchmarking and improving stochastic control and sampling,"M Sendera, M Kim, S Mittal, P Lemos, L Scimeca, J Rector-Brooks, ...","arXiv e-prints, arXiv:",2402.05098,20,2024,15947547171699022423,coeFWI40FR8C,Yoshua Bengio,kukA0LcAAAAJ
Responses to pattern-violating visual stimuli evolve differently over days in somata and distal apical dendrites,"CJ Gillon, JE Pina, JA Lecoq, R Ahmed, YN Billeh, S Caldejon, ...",Journal of Neuroscience,44 (5),8,2024,6974113101811852523,IT5EXw6i2GUC,Yoshua Bengio,kukA0LcAAAAJ
Tackling climate change with machine learning: Fostering the maturity of ml applications for climate change,"S Madadkhani, OM Ramos, M Chapman, J Dunietz, A Ouaknine, ...",ICLR,2024 Workshops,3,2024,16987342673409862676,rKOGDx9nJ1EC,Yoshua Bengio,kukA0LcAAAAJ
Integrating Generative and Experimental Platforms for Biomolecular Design,"CH Liu, J Rector-Brooks, S Yang, SL Lisanza, FZ Li, H Stark, J Gershon, ...",ICLR,2025 Workshop Proposals,2,2024,8326547602162425070,Xc-mKOjpdrwC,Yoshua Bengio,kukA0LcAAAAJ
"Subjective Experience, AI Consciousness and Associated Risks","Y Bengio, E Elmoznino",,,0,2024,NA,8o7LCxyMrhgC,Yoshua Bengio,kukA0LcAAAAJ
Rethinking the buyer’s inspection paradox in information markets with language agents,"M Weiss, N Rahaman, M Wuthrich, Y Bengio, LE Li, B Schölkopf, C Pal",,,3,2024,10665352199526562800,YvgfBAebZEkC,Yoshua Bengio,kukA0LcAAAAJ
